tip_id,channel_id,channel_name,channel_slug,created_at,event_date,description,odds,stake,status,profit_loss,partial_percentage
ef6609ba-e787-4d02-b537-776c1ef91ea4,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2024-08-28T04:28:10.02917+00:00,"Jogo 206 - Ano passado - Premier League",2.01,4,green,4.04,100
563b230e-b8c7-4923-9a97-82259e7f453c,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2024-09-21T13:38:20.300448+00:00,"Jogo 174 - Ano passado - Premier League",2.11,1,red,-1,100
22ead014-d620-4a49-8329-830b29c572db,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2024-09-23T01:38:24.501806+00:00,"Jogo 195 - Ano passado - Premier League",3.68,1,green,2.68,100
d1b3be3c-28f5-4552-b6e4-c4056ffbb3cf,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2024-09-25T10:36:09.327035+00:00,"Jogo 208 - Ano passado - Premier League",4.51,4,green,14.04,100
fb176ea1-597d-4bea-9ddf-6ebce4145aa3,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2024-09-28T03:59:51.683744+00:00,"Jogo 207 - Ano passado - Premier League",4.65,1,green,3.65,100
2f1753de-1ebd-4f62-9d67-2a4c4b1d06e5,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2024-10-19T10:48:26.514415+00:00,"Jogo 203 - Ano passado - Premier League",2.06,3,void,0,100
36418599-21f4-41e1-9007-f9eccc23c2b6,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2024-10-21T08:30:33.81819+00:00,"Jogo 182 - Ano passado - Premier League",2.2,4,red,-4,100
162cc680-ed82-4e99-a896-4028555920de,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2024-10-23T07:00:27.111486+00:00,"Jogo 190 - Ano passado - Premier League",4.42,1,green,3.42,100
5b34bb8a-9bc0-40d6-a422-8928ef868bc8,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2024-10-25T00:30:42.845637+00:00,"Jogo 193 - Ano passado - Premier League",4.29,3,green,9.87,100
5825a162-e48f-4078-b95a-4607e67c8826,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2024-10-27T08:44:10.906875+00:00,"Jogo 192 - Ano passado - Premier League",2.17,3,red,-3,100
93ef099b-1009-4328-aeb8-ac3dc9ffb02e,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2024-10-27T17:40:14.027261+00:00,"Jogo 177 - Ano passado - Premier League",1.88,1,green,0.88,100
c083042a-723b-4cf2-bb10-369367ede509,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2024-11-16T22:31:34.61053+00:00,"Jogo 199 - Ano passado - Premier League",1.96,4,red,-4,100
25e8c9ca-376d-4789-a835-12b104986953,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2024-11-18T06:41:32.180633+00:00,"Jogo 186 - Ano passado - Premier League",3.24,1,green,2.24,100
04b9a426-7c40-4ce5-9ea9-9751ea0ad68c,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2024-11-20T20:02:48.915706+00:00,"Jogo 164 - Ano passado - Premier League",4.09,2,red,-2,100
451382db-72ce-4d25-9648-6a7e8fa07ae0,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2024-11-26T04:00:20.740859+00:00,"Jogo 189 - Ano passado - Premier League",2.92,1,red,-1,100
7ea21eae-b4b1-4df9-8eb0-44fad0b24a53,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2024-12-04T20:03:21.553852+00:00,"Jogo 204 - Ano passado - Premier League",2.25,3,red,-3,100
5f55f09a-77fd-4846-8cb9-d2c8d222b8aa,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2024-12-17T22:26:42.921873+00:00,"Jogo 188 - Ano passado - Premier League",2.83,4,green,7.32,100
66fd8f5f-5343-42b7-b1a2-eecd36db6205,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2024-12-29T19:45:46.786361+00:00,"Jogo 176 - Ano passado - Premier League",2.69,3,red,-3,100
567edb59-ed73-490f-9b9f-123e837ba8ba,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-01-12T02:17:18.887557+00:00,"Jogo 166 - Ano passado - Premier League",3.75,3,red,-3,100
abdebe22-fe2f-479d-85c4-d4ffc1695e94,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-01-18T12:48:10.094187+00:00,"Jogo 196 - Ano passado - Premier League",4.43,5,green,17.15,100
48557d12-3b99-48aa-95d2-04dc1b78aa86,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-01-20T21:52:33.106193+00:00,"Jogo 191 - Ano passado - Premier League",2.83,1,red,-1,100
8ff660ce-21ca-4b05-9196-91b9dc831609,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-01-22T07:13:21.318138+00:00,"Jogo 175 - Ano passado - Premier League",3.2,3,red,-3,100
de225e47-e3e2-4d60-bdbd-0e10fda97286,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-01-25T07:15:20.512557+00:00,"Jogo 200 - Ano passado - Premier League",4.39,1,red,-1,100
6b9e9a24-3dcd-4e44-ac9c-19cd815f2ecf,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-01-29T00:10:24.461242+00:00,"Jogo 173 - Ano passado - Premier League",2.98,3,green,5.94,100
dfc5f1c6-42c8-4595-b660-9faac3e1652e,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-02-02T03:28:22.675998+00:00,"Jogo 162 - Ano passado - Premier League",2.42,5,green,7.1,100
59974bd8-f1a1-438f-8016-de5b88f55b27,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-02-06T15:55:35.177924+00:00,"Jogo 209 - Ano passado - Premier League",3.17,5,green,10.85,100
b24afb43-226c-493c-a311-ab9637433344,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-02-15T16:46:38.785866+00:00,"Jogo 201 - Ano passado - Premier League",4.39,2,red,-2,100
778db896-995d-46c9-8bb7-1ea1a062ed10,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-02-23T08:05:25.978977+00:00,"Jogo 187 - Ano passado - Premier League",2.9,1,red,-1,100
e74f6d29-50dc-466b-a363-edb9839be77a,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-02-25T14:03:38.925586+00:00,"Jogo 169 - Ano passado - Premier League",2.04,2,red,-2,100
5975b97b-d376-423c-9e95-d66e3e2c664d,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-02-25T14:21:18.2235+00:00,"Jogo 178 - Ano passado - Premier League",3.52,2,red,-2,100
1537cb5c-97b7-4109-8d56-5db326953b07,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-03-01T05:11:47.707368+00:00,"Jogo 171 - Ano passado - Premier League",2.29,3,red,-3,100
50d86a6d-35ab-44cd-b3ea-b2a1abd702aa,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-03-10T12:32:52.858519+00:00,"Jogo 205 - Ano passado - Premier League",3.57,3,green,7.71,100
72aa19f6-c754-42e4-bdc4-8ab255a2f7d6,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-04-01T23:10:51.50871+00:00,"Jogo 210 - Ano passado - Premier League",3.57,1,red,-1,100
f2502fed-cbb5-4bd8-be93-3bc0469b685a,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-04-08T09:58:08.573514+00:00,"Jogo 194 - Ano passado - Premier League",3.96,2,red,-2,100
cdf7b235-8f81-4074-868a-e5896c381ba6,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-04-10T18:29:45.68058+00:00,"Jogo 168 - Ano passado - Premier League",1.92,5,red,-5,100
9cc3e72b-3752-488a-bb6a-256f12d3d163,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-04-21T19:50:30.139282+00:00,"Jogo 165 - Ano passado - Premier League",3.87,4,green,11.48,100
9f969654-24d0-434a-8eb8-00b89c762471,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-04-22T16:06:06.740484+00:00,"Jogo 181 - Ano passado - Premier League",3.19,1,green,2.19,100
9832f2d3-f101-49b1-93d5-47d84527a782,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-05-02T02:36:14.42962+00:00,"Jogo 167 - Ano passado - Premier League",3.48,4,void,0,100
a2799d65-ca1e-472a-b635-5386bc093631,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-05-08T07:40:22.39261+00:00,"Jogo 163 - Ano passado - Premier League",2.99,2,half_green,1.99,50
7836fd00-fecb-4463-9387-bf78299d159b,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-05-11T05:39:35.329428+00:00,"Jogo 185 - Ano passado - Premier League",2.85,5,green,9.25,100
9cec7a10-2222-4062-9b79-9b435857b1e5,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-05-13T07:57:35.365545+00:00,"Jogo 198 - Ano passado - Premier League",1.81,3,green,2.43,100
754da2f6-9999-4bfc-bda5-c740b6f5ce40,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-05-16T13:00:48.347694+00:00,"Jogo 170 - Ano passado - Premier League",1.86,3,red,-3,100
dbac67f4-c9b2-429e-82d5-162cbb627816,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-05-16T23:44:17.875822+00:00,"Jogo 197 - Ano passado - Premier League",3.67,2,red,-2,100
ef5aed05-f802-425b-a985-a8ede0267829,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-05-17T01:05:56.025209+00:00,"Jogo 184 - Ano passado - Premier League",3.14,4,red,-4,100
81ff531d-1b69-4a63-96a6-ce21e5579e94,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-05-18T09:39:00.239673+00:00,"Jogo 161 - Ano passado - Premier League",2.84,5,green,9.2,100
02c2859a-61a4-4de4-b746-653865fb533c,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-05-25T09:43:47.280196+00:00,"Jogo 202 - Ano passado - Premier League",2.95,2,red,-2,100
a82b4b5a-e4c2-4165-ab24-ba3ac3c1bfb5,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:50.775475+00:00,2025-06-10T17:56:20.113072+00:00,"Jogo 179 - Ano passado - Premier League",3,1,red,-1,100
a9279c1a-73e0-47c5-8bc0-13ab8a2160fb,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-05T21:37:41.366753+00:00,"Jogo 77 - Mês passado - Premier League",2.9,3,green,5.7,100
a39a141b-b66c-4cbe-b4fa-8b2beb9da73d,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-05T22:25:48.08248+00:00,"Jogo 84 - Mês passado - Premier League",4.39,2,green,6.78,100
6e4ed3ca-a706-4102-89fe-9ae45d759bb9,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-06T00:45:35.708202+00:00,"Jogo 66 - Mês passado - Premier League",3.94,3,green,8.82,100
15f53dbb-9e89-464e-8793-91d936c75eac,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-06T19:09:36.761135+00:00,"Jogo 62 - Mês passado - Premier League",1.78,3,green,2.34,100
42642fe6-7aa9-4857-b73b-d196a14cedc9,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-09T01:29:30.431455+00:00,"Jogo 61 - Mês passado - Premier League",2.08,2,green,2.16,100
e21a79bb-f922-42ba-b6da-272bf0f38119,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-09T23:01:44.453319+00:00,"Jogo 70 - Mês passado - Premier League",2.54,1,red,-1,100
12fc1e26-1aae-4879-835b-df2d533cef52,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-10T20:21:44.253827+00:00,"Jogo 80 - Mês passado - Premier League",2.94,3,red,-3,100
880f52a6-310c-4442-b598-c43526254123,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-12T08:43:55.517819+00:00,"Jogo 68 - Mês passado - Premier League",1.79,1,green,0.79,100
9cc17c35-dd10-4a31-9a5b-604809ec918e,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-12T17:23:20.200107+00:00,"Jogo 71 - Mês passado - Premier League",2.68,2,green,3.36,100
87d2494e-574f-49e6-9a37-0670518c9f81,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-14T00:22:34.208799+00:00,"Jogo 78 - Mês passado - Premier League",2.06,2,green,2.12,100
2e19818d-a44b-44e5-b83d-2bf752875d7e,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-14T03:38:02.980215+00:00,"Jogo 82 - Mês passado - Premier League",4.2,1,green,3.2,100
6b1d51d2-084e-4ba7-9939-658aac2d4396,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-14T15:53:52.130387+00:00,"Jogo 67 - Mês passado - Premier League",3.57,2,red,-2,100
a60b189e-ab21-4961-bb8e-4b119257006b,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-15T06:05:32.112179+00:00,"Jogo 65 - Mês passado - Premier League",1.77,1,red,-1,100
9ca8462f-f180-4a9a-986b-20cdfd0129ce,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-15T14:32:08.103174+00:00,"Jogo 72 - Mês passado - Premier League",1.87,2,green,1.74,100
65af992d-2b2a-4d80-a992-eff3c51646e2,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-17T06:57:34.168186+00:00,"Jogo 85 - Mês passado - Premier League",2.52,3,green,4.56,100
e065d1f0-bd12-4b9a-bd0f-0a4940af5caf,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-18T02:26:00.735484+00:00,"Jogo 79 - Mês passado - Premier League",3.55,3,green,7.65,100
01736dfa-e972-4b7f-b8ec-f7f6e40a371d,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-21T13:55:09.792294+00:00,"Jogo 83 - Mês passado - Premier League",3.84,1,green,2.84,100
8102153d-92d5-4dcb-86bf-91819513eb3f,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-22T09:19:51.599715+00:00,"Jogo 76 - Mês passado - Premier League",3.27,1,red,-1,100
5ab61ba2-3562-490f-b39b-f6802bec41ad,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-23T14:33:42.184373+00:00,"Jogo 63 - Mês passado - Premier League",4.14,1,red,-1,100
c477b961-9a7e-44ee-93dd-82552b67fd3c,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-24T07:43:55.725751+00:00,"Jogo 69 - Mês passado - Premier League",1.66,3,red,-3,100
68b0feb2-b092-4470-b25e-2851cca7c8bf,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-25T00:11:54.903562+00:00,"Jogo 74 - Mês passado - Premier League",1.81,3,red,-3,100
a292108e-a20b-499a-a937-4c8e9b624573,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-25T17:20:56.762733+00:00,"Jogo 75 - Mês passado - Premier League",2.78,3,green,5.34,100
9f80eaa1-be7e-4729-8a2f-17ba12568228,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-26T22:44:19.057649+00:00,"Jogo 64 - Mês passado - Premier League",4.33,1,red,-1,100
ec5469cc-a013-4152-89a6-3159a18ba15b,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-27T01:58:50.206755+00:00,"Jogo 81 - Mês passado - Premier League",4.27,3,green,9.81,100
f512315d-3bb1-40c8-9f3e-4903e3b92452,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:30.727811+00:00,2025-07-27T07:46:10.836346+00:00,"Jogo 73 - Mês passado - Premier League",4.36,2,green,6.72,100
327cba87-0c0d-49b1-b5aa-6ba42273fc46,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:10.515027+00:00,2025-07-28T21:02:04.695616+00:00,"Jogo 12 - Últimos 7 dias - Premier League",3.47,1,red,-1,100
1bf8b2ba-1627-4889-a8ec-b2cc4a5d188f,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:10.515027+00:00,2025-07-29T07:36:28.953603+00:00,"Jogo 7 - Últimos 7 dias - Premier League",2.46,1,green,1.46,100
2e7109a8-6b81-47cd-b5e6-170befbd3d8d,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:10.515027+00:00,2025-07-29T08:57:18.491592+00:00,"Jogo 6 - Últimos 7 dias - Premier League",3.17,1,red,-1,100
1dbf5d32-9786-4bab-a1d0-a2165b96f5cf,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:10.515027+00:00,2025-07-30T06:13:00.587699+00:00,"Jogo 9 - Últimos 7 dias - Premier League",2.44,1,green,1.44,100
0b435308-6bc2-4bed-81d4-bb1bc016b736,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:10.515027+00:00,2025-07-30T08:29:45.846337+00:00,"Jogo 2 - Últimos 7 dias - Premier League",3.43,1,green,2.43,100
56d5fe9f-2296-4807-b97b-9202adb45189,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:10.515027+00:00,2025-07-30T20:35:49.097121+00:00,"Jogo 13 - Últimos 7 dias - Premier League",2.34,1,green,1.34,100
1ca46099-5a10-4ba1-9e37-37e407376402,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:10.515027+00:00,2025-07-31T20:10:53.625891+00:00,"Jogo 1 - Últimos 7 dias - Premier League",3.27,1,green,2.27,100
2685a104-8c51-4b89-bbc0-b5f0f530b6dc,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:10.515027+00:00,2025-07-31T23:30:01.109835+00:00,"Jogo 15 - Últimos 7 dias - Premier League",3.97,1,green,2.97,100
d0d6fa5d-3591-4173-b1b6-483fee2752b8,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:10.515027+00:00,2025-08-01T06:42:35.827213+00:00,"Jogo 5 - Últimos 7 dias - Premier League",1.92,1,green,0.92,100
68cac848-2f5d-4677-a34f-67a2d47c31f7,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:10.515027+00:00,2025-08-01T06:57:53.057827+00:00,"Jogo 3 - Últimos 7 dias - Premier League",2.56,1,red,-1,100
08b899aa-3388-47c6-ac5d-5c65a626bf3d,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:10.515027+00:00,2025-08-03T07:30:44.579495+00:00,"Jogo 10 - Últimos 7 dias - Premier League",3.58,1,red,-1,100
4f895b0f-35ff-47bd-951e-b9e83052b3c7,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:10.515027+00:00,2025-08-03T12:14:37.024572+00:00,"Jogo 4 - Últimos 7 dias - Premier League",3.86,1,green,2.86,100
e988739f-697d-44d3-bd24-be74e337177e,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:10.515027+00:00,2025-08-03T14:17:10.854752+00:00,"Jogo 8 - Últimos 7 dias - Premier League",3.57,1,green,2.57,100
1af51213-902c-4026-a2a7-0f9b1af89b58,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:10.515027+00:00,2025-08-03T17:18:37.281323+00:00,"Jogo 14 - Últimos 7 dias - Premier League",1.65,1,green,0.65,100
2ae6bf5d-ce58-4561-9f6e-5dafa7e99f5e,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T12:24:10.515027+00:00,2025-08-03T20:31:34.04956+00:00,"Jogo 11 - Últimos 7 dias - Premier League",3.65,1,green,2.65,100
91ddb212-b49c-4f6f-8491-63a579772b59,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T15:06:47.091656+00:00,2025-08-04T09:06:47.091656+00:00,"Teste Cancelled - Tip cancelada por lesão",1.9,3,cancelled,0,100
dcc1bfe2-08b8-4439-8a79-574cd3c16cbb,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T15:06:47.091656+00:00,2025-08-04T10:06:47.091656+00:00,"Teste Void - Jogo cancelado por chuva",2.2,2,void,0,100
5d645c0b-1862-4571-9317-7dfda39d918b,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T15:06:47.091656+00:00,2025-08-04T11:06:47.091656+00:00,"Teste Half Red - PSG +0.25 AH",1.95,6,half_red,-3,50
e15950b6-0828-4919-a3e4-02e1318de540,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T15:06:47.091656+00:00,2025-08-04T12:06:47.091656+00:00,"Teste Red - Real Madrid ML",1.75,3,red,-3,100
d11bdd6c-a8a9-496f-a493-d5054fd513bc,1,Futebol Europeu Premium,futebol-europeu-premium,2025-08-04T15:06:47.091656+00:00,2025-08-04T13:06:47.091656+00:00,"Teste Half Green - Bayern -0.25 AH",2.1,4,half_green,2.2,50
